id,event_id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,fair_odds,estimated_roi,result,profit,created_at,updated_at,actual_result
102,180257863,Czech Liga Pro,Jaromir Cernik,Matej Pycha,2025-08-27 04:00:00,To Win,Away,,1.83,1.398601398601399,30.844999999999978,1.0,0.8300000000000001,2025-08-26 21:14:40,2025-08-27 12:56:03,Matej Pycha
103,180257866,Czech Liga Pro,Tomas Regner,Jaroslav Strnad 1964,2025-08-27 04:00:00,To Win,Away,,2.62,2.2222222222222223,17.899999999999995,0.0,-1.0,2025-08-26 21:14:40,2025-08-27 12:56:03,Tomas Regner
104,180257869,Czech Liga Pro,Jiri Havel,Tomas Kucera,2025-08-27 04:30:00,To Win,Home,,2.5,2.0408163265306127,22.499999999999986,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
105,180257869,Czech Liga Pro,Jiri Havel,Tomas Kucera,2025-08-27 04:30:00,Total,Under U 75.5,75.5,1.83,1.3333333333333333,37.25000000000001,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
106,180257870,Czech Liga Pro,Jan Steffan,Vaclav Hruska Snr,2025-08-27 04:30:00,Total,Under U 77.5,77.5,1.83,1.25,46.40000000000002,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
107,180257874,Czech Liga Pro,Pavel Kulhanek,Jiri Grohsgott,2025-08-27 06:00:00,Total,Under U 73.5,73.5,1.83,1.3571428571428572,34.8421052631579,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
108,180257876,Czech Liga Pro,Jaroslav Strnad 1961,Miloslav Lubas,2025-08-27 06:00:00,To Win,Home,,4.5,2.5,80.00000000000001,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
109,180257879,Czech Liga Pro,Jakub Levicky,Roman Guliak,2025-08-27 06:00:00,To Win,Home,,2.25,1.3333333333333333,68.75,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
110,180257880,Czech Liga Pro,Matej Pycha,Jaromir Cernik,2025-08-27 06:30:00,To Win,Home,,1.83,1.398601398601399,30.844999999999978,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
111,180257881,Czech Liga Pro,Stanislav Olejarcik,Jaroslav Bresky,2025-08-27 06:30:00,Total,Over O 77.5,77.5,1.83,1.4285714285714286,28.09999999999999,,,2025-08-26 21:14:41,2025-08-26 21:14:41,
112,180257882,Czech Liga Pro,Cesta Havrda,Vladimir Kubat,2025-08-27 06:30:00,To Win,Away,,2.25,1.6666666666666667,35.0,,,2025-08-26 21:14:42,2025-08-26 21:14:42,
113,180257882,Czech Liga Pro,Cesta Havrda,Vladimir Kubat,2025-08-27 06:30:00,Total,Under U 75.5,75.5,1.83,1.5555555555555554,17.64285714285716,,,2025-08-26 21:14:42,2025-08-26 21:14:42,
114,180257885,Czech Liga Pro,Jiri Grohsgott,Matej Pycha,2025-08-27 07:00:00,To Win,Away,,1.9,1.2658227848101267,50.09999999999998,,,2025-08-26 21:14:42,2025-08-26 21:14:42,
115,180257885,Czech Liga Pro,Jiri Grohsgott,Matej Pycha,2025-08-27 07:00:00,Total,Under U 76.5,76.5,1.83,1.5384615384615383,18.95000000000001,,,2025-08-26 21:14:42,2025-08-26 21:14:42,
116,180257886,Czech Liga Pro,Tibor Kolenic,Stanislav Olejarcik,2025-08-27 07:00:00,To Win,Away,,2.5,1.6666666666666667,49.999999999999986,,,2025-08-26 21:14:42,2025-08-26 21:14:42,
117,180257891,Czech Liga Pro,Jaromir Cernik,Pavel Kulhanek,2025-08-27 07:30:00,To Win,Away,,2.0,1.5000000000000004,33.3333333333333,,,2025-08-26 21:14:42,2025-08-26 21:14:42,
118,180257891,Czech Liga Pro,Jaromir Cernik,Pavel Kulhanek,2025-08-27 07:30:00,Total,Under U 76.5,76.5,1.83,1.5833333333333335,15.578947368421048,,,2025-08-26 21:14:42,2025-08-26 21:14:42,
119,180257893,Czech Liga Pro,Vladimir Kubat,Jaroslav Strnad 1961,2025-08-27 07:30:00,Total,Under U 76.5,76.5,1.83,1.5384615384615383,18.95000000000001,,,2025-08-26 21:14:43,2025-08-26 21:14:43,
120,180257896,Czech Liga Pro,Roman Kratochvil,Jakub Levicky,2025-08-27 07:30:00,To Win,Away,,1.83,1.3333333333333333,37.25000000000001,,,2025-08-26 21:14:43,2025-08-26 21:14:43,
121,180257897,Czech Liga Pro,Pavel Kulhanek,Matej Pycha,2025-08-27 08:00:00,To Win,Home,,2.62,2.1428571428571437,22.266666666666634,,,2025-08-26 21:14:43,2025-08-26 21:14:43,
122,180257897,Czech Liga Pro,Pavel Kulhanek,Matej Pycha,2025-08-27 08:00:00,Total,Under U 76.5,76.5,1.83,1.4615384615384615,25.210526315789483,,,2025-08-26 21:14:43,2025-08-26 21:14:43,
123,180257898,Czech Liga Pro,Vlastimil Pecka,Stanislav Olejarcik,2025-08-27 08:00:00,Total,Over O 76.5,76.5,1.83,1.4285714285714286,28.09999999999999,,,2025-08-26 21:14:43,2025-08-26 21:14:43,
124,180257899,Czech Liga Pro,Jaroslav Strnad 1961,Cesta Havrda,2025-08-27 08:00:00,To Win,Home,,3.75,2.5,50.000000000000014,,,2025-08-26 21:14:43,2025-08-26 21:14:43,
125,180257901,Czech Liga Pro,Jakub Levicky,Marek Blejchar,2025-08-27 08:00:00,To Win,Home,,2.62,1.3333333333333333,96.50000000000001,,,2025-08-26 21:14:43,2025-08-26 21:14:43,
