id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,estimated_roi,result,profit,actual_result,sent_at
3327,Czech Liga Pro,David Szotek,Michal Cabis,2025-09-09 15:00:00,To Win,Home,,1.83,83.0,,,,2025-09-09 08:21:28
3338,Czech Liga Pro,Josef Belovsky,Dmitro Parhomenko,2025-09-09 16:30:00,To Win,Away,,3.0,50.0,,,,2025-09-09 08:21:29
3339,Czech Liga Pro,Michal Jezek,Martin Huk,2025-09-09 16:30:00,Total,Under U 76.5,76.5,1.83,64.70000000000002,,,,2025-09-09 08:21:29
3340,Czech Liga Pro,David Szotek,Michal Wollny,2025-09-09 16:30:00,To Win,Home,,1.72,72.0,,,,2025-09-09 08:21:29
3351,Czech Liga Pro,Pavel Berdych,Josef Pelikan,2025-09-09 19:00:00,To Win,Home,,3.0,50.0,,,,2025-09-09 08:21:29
3357,Czech Liga Pro,Lukas Krok,Kyryl Darin,2025-09-09 19:30:00,To Win,Away,,2.5,100.00000000000003,,,,2025-09-09 08:21:28
3358,Czech Liga Pro,Oleksandr Kolisnyk,Jakub Vales,2025-09-09 19:30:00,To Win,Home,,2.5,49.999999999999986,,,,2025-09-09 08:21:29
3365,Czech Liga Pro,Jaroslav Prokupek,Tomas Janata,2025-09-09 23:00:00,To Win,Away,,2.2,58.400000000000006,,,,2025-09-09 08:21:29
3378,Czech Liga Pro,Hoang Tai Nguyen Ba,Milan Kolar,2025-09-10 02:00:00,Total,Over O 76.5,76.5,1.83,52.500000000000014,,,,2025-09-09 08:21:29
3596,Czech Liga Pro,Michal Wollny,Petr Kalias,2025-09-10 10:30:00,To Win,Away,,2.2,62.25000000000003,,,,2025-09-10 08:20:44
3598,Czech Liga Pro,Jiri Svec,Matej Pycha,2025-09-10 11:00:00,To Win,Home,,3.75,87.5,,,,2025-09-10 08:20:44
3602,Czech Liga Pro,Milan Cetner,Jiri Havel,2025-09-10 11:30:00,To Win,Home,,2.25,93.49999999999996,,,,2025-09-10 08:20:44
3620,Czech Liga Pro,Tomas Kucera,Pavel Sprynar,2025-09-10 15:00:00,To Win,Home,,3.4,66.59999999999997,,,,2025-09-10 08:20:44
3624,Czech Liga Pro,Leos Havrda,Pavel Sprynar,2025-09-10 16:00:00,To Win,Away,,3.25,81.99999999999997,,,,2025-09-10 08:20:44
3630,Czech Liga Pro,Josef Medek,Jan Zajicek,2025-09-10 18:00:00,To Win,Away,,2.5,87.5,,,,2025-09-10 08:20:44
3634,Czech Liga Pro,Tomas Kraninger,Vaclav Zidek,2025-09-10 18:00:00,To Win,Away,,1.9,89.99999999999999,,,,2025-09-10 08:20:44
3640,Czech Liga Pro,Jan Zajicek,Vratislav Petracek,2025-09-10 19:00:00,To Win,Away,,4.5,125.0,,,,2025-09-10 08:20:44
3643,Czech Liga Pro,Vaclav Zidek,Jan Hrabec,2025-09-10 19:00:00,To Win,Home,,1.9,89.99999999999999,,,,2025-09-10 08:20:44
3644,Czech Liga Pro,Zdenek Bilek,Josef Medek,2025-09-10 19:30:00,To Win,Home,,3.5,133.3333333333333,,,,2025-09-10 08:20:44
3646,Czech Liga Pro,Daniel Tyn,Tomas Kraninger,2025-09-10 19:30:00,To Win,Away,,1.66,65.99999999999999,,,,2025-09-10 08:20:44
3647,Czech Liga Pro,Daniel Tyn,Tomas Kraninger,2025-09-10 19:30:00,Total,Under U 76.5,76.5,1.83,83.0,,,,2025-09-10 08:20:44
3650,Czech Liga Pro,Tomas Kraninger,Jan Hrabec,2025-09-10 20:00:00,To Win,Home,,1.61,61.00000000000001,,,,2025-09-10 08:20:44
3652,Czech Liga Pro,Jan Zajicek,Zdenek Bilek,2025-09-10 20:30:00,To Win,Away,,2.37,57.99999999999997,,,,2025-09-10 08:20:44
3655,Czech Liga Pro,Vaclav Zidek,Daniel Tyn,2025-09-10 20:30:00,To Win,Home,,1.53,53.0,,,,2025-09-10 08:20:44
3659,Czech Liga Pro,Marek Placek,Petr Picek,2025-09-10 22:30:00,To Win,Away,,2.5,80.0,,,,2025-09-10 08:20:44
3670,Czech Liga Pro,Kyryl Darin,Marek Placek,2025-09-11 00:30:00,To Win,Home,,1.83,57.37999999999999,,,,2025-09-10 08:20:44
3673,Czech Liga Pro,Petr Picek,Rostislav Hasmanda,2025-09-11 01:00:00,To Win,Home,,2.62,57.199999999999996,,,,2025-09-10 08:20:44
3676,Czech Liga Pro,Martin Sobisek,Vladimir Cermak,2025-09-11 01:00:00,To Win,Away,,3.25,62.5,,,,2025-09-10 08:20:44
3679,Czech Liga Pro,Petr Picek,Kyryl Darin,2025-09-11 02:00:00,To Win,Away,,2.5,70.0,,,,2025-09-10 08:20:44
450,TT Cup,Jiri Volek,Michal Brozek,2025-08-27 13:25:00,Total,Under U 75.5,75.5,1.83,69.92857142857144,,,,2025-08-27 12:56:08
451,TT Cup,Milos Frydl,Martin Sulc,2025-08-27 14:20:00,To Win,Away,,1.8,54.79999999999998,,,,2025-08-27 12:56:08
452,TT Cup,Milos Frydl,Martin Sulc,2025-08-27 14:20:00,Total,Under U 75.5,75.5,1.83,50.70588235294118,,,,2025-08-27 12:56:08
453,TT Cup,Jan Hendrych,Jan Hrncir,2025-08-27 14:50:00,Total,Over O 75.5,75.5,1.83,21.999999999999996,,,,2025-08-27 12:56:09
454,TT Cup,Adam Kosacky,Petr Vanek,2025-08-27 14:55:00,To Win,Home,,3.0,50.0,,,,2025-08-27 12:56:08
455,TT Cup,Stanislav Jansa,Jakub Rolik,2025-08-27 15:10:00,To Win,Home,,2.0,25.0,,,,2025-08-27 12:56:08
456,TT Cup,Milos Frydl,Jan Hrncir,2025-08-27 15:20:00,Total,Under U 74.5,74.5,1.83,42.33333333333334,,,,2025-08-27 12:56:08
457,TT Cup,Michal Brozek,Ondrej Fiklik,2025-08-27 15:25:00,To Win,Home,,2.0,29.999999999999982,,,,2025-08-27 12:56:08
458,TT Cup,Radek Zeman,Jakub Rolik,2025-08-27 15:40:00,To Win,Away,,2.5,25.0,,,,2025-08-27 12:56:09
459,TT Cup,Martin Sulc,Jan Hendrych,2025-08-27 15:50:00,To Win,Home,,1.83,46.40000000000002,,,,2025-08-27 12:56:08
460,TT Cup,Adam Kosacky,Ondrej Fiklik,2025-08-27 15:55:00,To Win,Away,,1.9,36.79999999999999,,,,2025-08-27 12:56:08
461,TT Cup,Adam Kosacky,Ondrej Fiklik,2025-08-27 15:55:00,Total,Over O 75.5,75.5,1.83,18.95000000000001,,,,2025-08-27 12:56:09
462,TT Cup,Marek Dlask,Stanislav Jansa,2025-08-27 16:10:00,Total,Under U 75.5,75.5,1.83,21.999999999999996,,,,2025-08-27 12:56:09
463,TT Cup,Petr Vanek,Michal Brozek,2025-08-27 16:25:00,To Win,Home,,1.8,25.99999999999999,,,,2025-08-27 12:56:08
464,TT Cup,Petr Vanek,Michal Brozek,2025-08-27 16:25:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-08-27 12:56:08
465,TT Cup,Radek Zeman,Stanislav Jansa,2025-08-27 16:40:00,To Win,Away,,2.1,31.25,,,,2025-08-27 12:56:08
466,TT Cup,Jan Hrncir,Martin Sulc,2025-08-27 16:50:00,To Win,Away,,1.9,52.0,,,,2025-08-27 12:56:08
467,TT Cup,Jan Hrncir,Martin Sulc,2025-08-27 16:50:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-08-27 12:56:08
468,TT Cup,Adam Kosacky,Michal Brozek,2025-08-27 16:55:00,Total,Under U 74.5,74.5,1.83,18.95000000000001,,,,2025-08-27 12:56:09
469,TT Cup,Ondrej Fiklik,Petr Vanek,2025-08-27 17:25:00,To Win,Home,,1.83,31.759999999999998,,,,2025-08-27 12:56:08
564,TT Cup,Pavel Vyvial,Martin Topol,2025-08-28 14:50:00,To Win,Home,,2.37,18.500000000000007,,,,2025-08-28 14:47:28
565,TT Cup,Pavel Vyvial,Martin Topol,2025-08-28 14:50:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-08-28 14:47:28
566,TT Cup,Ales Zacharda,Michal Dere,2025-08-28 15:10:00,Total,Under U 73.5,73.5,1.83,83.0,,,,2025-08-28 14:47:28
567,TT Cup,Ales Brandtl Jnr,Martin Topol,2025-08-28 15:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-08-28 14:47:28
568,TT Cup,Jean-Baptiste Cousin,Lukas Jirka,2025-08-28 15:25:00,To Win,Away,,1.83,83.0,,,,2025-08-28 14:47:28
569,TT Cup,Jean-Baptiste Cousin,Lukas Jirka,2025-08-28 15:25:00,Total,Over O 75.5,75.5,1.83,46.40000000000002,,,,2025-08-28 14:47:28
570,TT Cup,Marek Teiml,Michal Dere,2025-08-28 15:40:00,To Win,Home,,3.4,36.0,,,,2025-08-28 14:47:28
571,TT Cup,Dominik Lafek,Pavel Vyvial,2025-08-28 15:50:00,Total,Under U 75.5,75.5,1.83,21.999999999999996,,,,2025-08-28 14:47:28
572,TT Cup,Jaroslav Dohnal,Lukas Jirka,2025-08-28 15:55:00,To Win,Away,,2.1,110.00000000000001,,,,2025-08-28 14:47:28
573,TT Cup,Martin Topol,Dominik Lafek,2025-08-28 16:50:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-08-28 14:47:28
574,TT Cup,Jaroslav Dohnal,Jean-Baptiste Cousin,2025-08-28 16:55:00,To Win,Away,,2.75,37.5,,,,2025-08-28 14:47:28
575,TT Cup,Jaroslav Dohnal,Jean-Baptiste Cousin,2025-08-28 16:55:00,Total,Over O 73.5,73.5,1.83,30.714285714285726,,,,2025-08-28 14:47:28
576,TT Cup,Michal Dere,David Nosek,2025-08-28 17:10:00,Total,Under U 75.5,75.5,1.83,33.09090909090911,,,,2025-08-28 14:47:28
577,TT Cup,Lukas Jirka,Ondrej Knazik,2025-08-28 17:25:00,To Win,Home,,1.83,83.0,,,,2025-08-28 14:47:28
742,TT Cup,Jan Spiegel,Radek Libovicky,2025-08-29 06:20:00,To Win,Home,,2.2,34.44444444444444,,,,2025-08-29 01:15:48
743,TT Cup,Jan Spiegel,Radek Libovicky,2025-08-29 06:20:00,Total,Under U 75.5,75.5,1.83,34.8421052631579,,,,2025-08-29 01:15:48
744,TT Cup,Vojtech Hruska,David Mutl,2025-08-29 06:50:00,Total,Under U 72.5,72.5,1.83,55.55,,,,2025-08-29 01:15:48
745,TT Cup,David Vesecky,Pavel Benes,2025-08-29 06:55:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,,,,2025-08-29 01:15:48
746,TT Cup,Jan Spiegel,David Mutl,2025-08-29 07:20:00,To Win,Home,,3.5,55.55555555555556,0.0,-1.0,David Mutl,2025-08-29 01:15:48
747,TT Cup,Jan Spiegel,David Mutl,2025-08-29 07:20:00,Total,Under U 71.5,71.5,1.83,44.47368421052632,1.0,0.8300000000000001,49,2025-08-29 01:15:48
749,TT Cup,Radek Libovicky,Vojtech Hruska,2025-08-29 07:50:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-08-29 01:15:48
750,TT Cup,Jan Spiegel,Vojtech Hruska,2025-08-29 08:20:00,To Win,Home,,3.25,33.61111111111108,,,,2025-08-29 01:15:48
751,TT Cup,Jan Spiegel,Vojtech Hruska,2025-08-29 08:20:00,Total,Under U 72.5,72.5,1.83,34.8421052631579,,,,2025-08-29 01:15:48
752,TT Cup,Pavel Benes,Daniel Hyza,2025-08-29 08:25:00,Total,Under U 74.5,74.5,1.83,55.55,0.0,-1.0,91,2025-08-29 01:15:48
753,TT Cup,David Mutl,Radek Libovicky,2025-08-29 08:50:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-29 01:15:48
754,TT Cup,David Vesecky,Daniel Hyza,2025-08-29 08:55:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-29 01:15:48
756,TT Cup,Vojtech Leska,Vaclav Nykl,2025-08-29 10:20:00,Total,Under U 72.5,72.5,1.83,61.47058823529412,,,,2025-08-29 01:15:48
757,TT Cup,Roman Urban,Jakub Rolik,2025-08-29 10:40:00,To Win,Home,,2.75,59.499999999999986,,,,2025-08-29 01:15:48
758,TT Cup,Ondrej Sebek,Martin Novak,2025-08-29 10:50:00,To Win,Home,,2.1,35.45000000000002,,,,2025-08-29 01:15:48
759,TT Cup,Ondrej Sebek,Martin Novak,2025-08-29 10:50:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-08-29 01:15:48
761,TT Cup,Vojtech Leska,Martin Novak,2025-08-29 11:20:00,Total,Under U 74.5,74.5,1.83,72.23529411764706,,,,2025-08-29 01:15:48
762,TT Cup,Vaclav Nykl,Ondrej Sebek,2025-08-29 11:50:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-08-29 01:15:48
764,TT Cup,Vojtech Leska,Ondrej Sebek,2025-08-29 12:20:00,Total,Under U 74.5,74.5,1.83,50.70588235294118,,,,2025-08-29 01:15:48
767,TT Cup,Martin Novak,Vaclav Nykl,2025-08-29 12:50:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-29 01:15:48
1023,TT Cup,Jiri Cermak,Jaroslav Zamyslicky,2025-08-30 08:20:00,Total,Under U 72.5,72.5,1.83,28.09999999999999,,,,2025-08-30 08:18:42
1024,TT Cup,Michal Dere,David Nosek,2025-08-30 08:50:00,Total,Under U 75.5,75.5,1.8,47.27272727272729,,,,2025-08-30 08:18:42
1025,TT Cup,Pavel Cibik,Frantisek Dvorak,2025-08-30 11:20:00,To Win,Home,,2.62,31.000000000000007,,,,2025-08-30 08:18:42
1026,TT Cup,Marek Hluchy,Vojtech Koutnik,2025-08-30 11:25:00,Total,Under U 75.5,75.5,1.83,56.85714285714285,,,,2025-08-30 08:18:42
1027,TT Cup,Jean-Baptiste Cousin,Tomas Rein,2025-08-30 11:50:00,Total,Over O 72.5,72.5,1.83,30.714285714285726,,,,2025-08-30 08:18:42
1028,TT Cup,Vojtech Koutnik,Ondrej Knazik,2025-08-30 13:25:00,Total,Under U 75.5,75.5,1.83,21.999999999999996,,,,2025-08-30 08:18:42
1078,TT Cup,Michal Nemec,Dominik Lafek,2025-08-30 14:20:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-08-30 14:15:18
1079,TT Cup,Filip Musil,Radek Zeman,2025-08-30 14:50:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,0.0,-1.0,76,2025-08-30 14:15:18
1080,TT Cup,Petr Kotrbaty,Pavel Benes,2025-08-30 14:55:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-08-30 14:15:18
1081,TT Cup,Michal Nemec,Radek Zeman,2025-08-30 15:20:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-08-30 14:15:18
1082,TT Cup,Dominik Lafek,Filip Musil,2025-08-30 15:50:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-08-30 14:15:18
1085,TT Cup,Radek Zeman,Dominik Lafek,2025-08-30 16:50:00,Total,Under U 74.5,74.5,1.83,34.199999999999996,,,,2025-08-30 14:15:18
1086,TT Cup,Ondrej Fiklik,Pavel Benes,2025-08-30 17:25:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-08-30 14:15:18
1087,TT Cup,David Mutl,Ales Zacharda,2025-08-30 18:20:00,Total,Under U 73.5,73.5,1.83,69.92857142857144,,,,2025-08-30 14:15:18
1088,TT Cup,Michal Kolbusovsky,Jaroslav Sprongl,2025-08-30 18:50:00,Total,Under U 73.5,73.5,1.83,37.25000000000001,,,,2025-08-30 14:15:18
1089,TT Cup,David Mutl,Jaroslav Sprongl,2025-08-30 19:20:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-08-30 14:15:18
1090,TT Cup,Jachym Zacharda,Petr Vanek,2025-08-30 19:25:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-08-30 14:15:18
1091,TT Cup,Ales Zacharda,Michal Kolbusovsky,2025-08-30 19:50:00,Total,Under U 74.5,74.5,1.9,49.28571428571428,,,,2025-08-30 14:15:18
1094,TT Cup,David Mutl,Michal Kolbusovsky,2025-08-30 20:20:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-08-30 14:15:18
1095,TT Cup,Jaroslav Sprongl,Ales Zacharda,2025-08-30 20:50:00,Total,Under U 74.5,74.5,1.83,56.85714285714285,,,,2025-08-30 14:15:18
1230,TT Cup,Bohuslav Budik,Jaroslav Dohnal,2025-08-31 08:25:00,Total,Under U 74.5,74.5,1.83,18.95000000000001,,,,2025-08-31 08:18:05
1231,TT Cup,Vojtech Koutnik,Jaroslav Dohnal,2025-08-31 08:55:00,Total,Under U 72.5,72.5,1.83,46.40000000000002,,,,2025-08-31 08:18:05
1232,TT Cup,Petr Vodal,Marek Hluchy,2025-08-31 10:20:00,Total,Under U 74.5,74.5,1.83,44.47368421052632,,,,2025-08-31 08:18:05
1233,TT Cup,David Vesecky,Pavel Benes,2025-08-31 10:55:00,Total,Under U 74.5,74.5,1.9,61.499999999999986,,,,2025-08-31 08:18:05
1234,TT Cup,Petr Vodal,Jean-Baptiste Cousin,2025-08-31 11:20:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-08-31 08:18:05
1235,TT Cup,Vaclav Hejda Snr,Marek Kulisek,2025-08-31 11:25:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-08-31 08:18:05
1236,TT Cup,Marek Hluchy,Jakub Mach,2025-08-31 11:50:00,Total,Under U 75.5,75.5,1.83,25.210526315789483,,,,2025-08-31 08:18:05
1237,TT Cup,David Vesecky,Marek Kulisek,2025-08-31 11:55:00,Total,Under U 74.5,74.5,1.83,54.846153846153854,,,,2025-08-31 08:18:05
1238,TT Cup,Petr Vodal,Jakub Mach,2025-08-31 12:20:00,Total,Under U 74.5,74.5,1.83,18.95000000000001,,,,2025-08-31 08:18:05
1239,TT Cup,Pavel Benes,Vaclav Hejda Snr,2025-08-31 12:25:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-08-31 08:18:05
1240,TT Cup,Jean-Baptiste Cousin,Marek Hluchy,2025-08-31 12:50:00,Total,Under U 74.5,74.5,1.9,29.999999999999993,,,,2025-08-31 08:18:05
1241,TT Cup,David Vesecky,Vaclav Hejda Snr,2025-08-31 12:55:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-08-31 08:18:05
1242,TT Cup,Marek Kulisek,Pavel Benes,2025-08-31 13:25:00,Total,Under U 75.5,75.5,1.83,68.92307692307695,,,,2025-08-31 08:18:05
1406,TT Cup,Ales Zacharda,Marek Teiml,2025-08-31 14:20:00,Total,Under U 75.5,75.5,1.83,61.47058823529412,,,,2025-08-31 14:13:41
1407,TT Cup,Vaclav Hejda Snr,David Vesecky,2025-08-31 14:30:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-08-31 14:13:41
1409,TT Cup,Vladimir Svoboda,Michal Kolbusovsky,2025-08-31 14:50:00,Total,Under U 74.5,74.5,1.9,61.499999999999986,,,,2025-08-31 14:13:41
1412,TT Cup,Ales Zacharda,Michal Kolbusovsky,2025-08-31 15:20:00,Total,Under U 75.5,75.5,1.83,61.47058823529412,,,,2025-08-31 14:13:41
1415,TT Cup,Ales Zacharda,Vladimir Svoboda,2025-08-31 16:20:00,Total,Under U 75.5,75.5,1.83,72.23529411764706,,,,2025-08-31 14:13:41
1422,TT Cup,Pavel Cibik,Martin Topol,2025-08-31 18:50:00,Total,Under U 74.5,74.5,1.83,48.68750000000001,,,,2025-08-31 14:13:41
1428,TT Cup,Martin Topol,Zbynek Vyskocil,2025-08-31 20:50:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-08-31 14:13:41
1471,TT Cup,Jaroslav Sprongl,Roman Urban,2025-09-01 10:20:00,Total,Under U 71.5,71.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1472,TT Cup,Jiri Cermak,Jaroslav Zamyslicky,2025-09-01 10:50:00,Total,Under U 71.5,71.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1475,TT Cup,Jaroslav Sprongl,Jaroslav Zamyslicky,2025-09-01 11:20:00,Total,Under U 71.5,71.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1479,TT Cup,Jaroslav Sprongl,Jiri Cermak,2025-09-01 12:20:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-01 08:22:33
1481,TT Cup,Jaroslav Zamyslicky,Roman Urban,2025-09-01 12:50:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1485,TT Cup,Michal Brozek,Daniel Hyza,2025-09-01 14:55:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-01 08:22:33
1487,TT Cup,Jaroslav Pilner,Jiri Volek,2025-09-01 15:25:00,Total,Under U 74.5,74.5,1.83,61.47058823529412,,,,2025-09-01 08:22:33
1491,TT Cup,Michal Brozek,Jiri Volek,2025-09-01 15:55:00,Total,Under U 74.5,74.5,1.83,50.70588235294118,,,,2025-09-01 08:22:33
1492,TT Cup,Daniel Hyza,Jaroslav Pilner,2025-09-01 16:25:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1493,TT Cup,Zdenek Zahradka,Milan Dvorak,2025-09-01 16:50:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1494,TT Cup,Michal Brozek,Jaroslav Pilner,2025-09-01 16:55:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1495,TT Cup,Jiri Volek,Daniel Hyza,2025-09-01 17:25:00,Total,Under U 74.5,74.5,1.83,72.23529411764706,,,,2025-09-01 08:22:33
1496,TT Cup,Michal Kolbusovsky,Marek Teiml,2025-09-01 18:20:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-01 08:22:33
1499,TT Cup,Jan Framberk,Ales Zacharda,2025-09-01 18:50:00,Total,Under U 74.5,74.5,1.83,61.47058823529412,,,,2025-09-01 08:22:33
1500,TT Cup,Pavel Benes,David Bochnak,2025-09-01 18:55:00,Total,Under U 72.5,72.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1502,TT Cup,Michal Kolbusovsky,Ales Zacharda,2025-09-01 19:20:00,Total,Under U 72.5,72.5,1.83,61.47058823529412,,,,2025-09-01 08:22:33
1505,TT Cup,Marek Teiml,Jan Framberk,2025-09-01 19:50:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-01 08:22:33
1508,TT Cup,Michal Kolbusovsky,Jan Framberk,2025-09-01 20:20:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,,,,2025-09-01 08:22:33
1509,TT Cup,Ales Zacharda,Marek Teiml,2025-09-01 20:50:00,Total,Under U 75.5,75.5,1.83,72.23529411764706,,,,2025-09-01 08:22:33
1510,TT Cup,Pavel Benes,Ondrej Fiklik,2025-09-01 20:55:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-01 08:22:33
1736,TT Cup,Martin Kocvara,Vaclav Hejda Jnr,2025-09-02 08:25:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-02 08:21:09
1737,TT Cup,Martin Dolezal,Josef Ruzicka,2025-09-02 08:50:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-02 08:21:09
1738,TT Cup,Adam Martin Rek,Martin Kocvara,2025-09-02 09:25:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,,,,2025-09-02 08:21:09
1739,TT Cup,Petr Kotrbaty,Michal Brozek,2025-09-02 10:55:00,Total,Under U 74.5,74.5,1.83,28.09999999999999,,,,2025-09-02 08:21:09
1740,TT Cup,Tomas Rein,Pavel Cibik,2025-09-02 11:10:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-02 08:21:09
1741,TT Cup,Jan Slavicek,Daniel Vojna,2025-09-02 11:20:00,To Win,Away,,2.0,43.99999999999999,,,,2025-09-02 08:21:09
1742,TT Cup,Jan Slavicek,Daniel Vojna,2025-09-02 11:20:00,Total,Over O 75.5,75.5,1.83,28.09999999999999,,,,2025-09-02 08:21:09
1743,TT Cup,Michal Brozek,Vaclav Hejda Jnr,2025-09-02 11:25:00,Total,Under U 74.5,74.5,1.83,28.09999999999999,,,,2025-09-02 08:21:09
1744,TT Cup,Ondrej Knazik,Pavel Cibik,2025-09-02 11:40:00,Total,Under U 73.5,73.5,1.83,28.09999999999999,0.0,-1.0,92,2025-09-02 08:21:09
1752,TT Cup,Jan Simecek,Martin Dolezal,2025-09-02 11:50:00,Total,Under U 72.5,72.5,1.83,55.55,,,,2025-09-02 08:21:09
1745,TT Cup,Petr Kotrbaty,Vaclav Hejda Jnr,2025-09-02 11:55:00,Total,Under U 72.5,72.5,1.83,28.09999999999999,,,,2025-09-02 08:21:09
1746,TT Cup,Petr Kotrbaty,Vaclav Hejda Jnr,2025-09-02 11:55:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-02 08:21:09
1753,TT Cup,Petr Kotrbaty,Adam Martin Rek,2025-09-02 11:55:00,Total,Under U 73.5,73.5,1.83,55.55,,,,2025-09-02 08:21:09
1747,TT Cup,Jan Trefny,Tomas Rein,2025-09-02 12:10:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-02 08:21:09
1748,TT Cup,Adam Martin Rek,Michal Brozek,2025-09-02 12:25:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-02 08:21:09
1749,TT Cup,Ondrej Knazik,Tomas Rein,2025-09-02 12:40:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-02 08:21:09
1750,TT Cup,Pavel Cibik,Jan Trefny,2025-09-02 13:10:00,Total,Under U 74.5,74.5,1.83,28.09999999999999,,,,2025-09-02 08:21:09
1911,TT Cup,Petr Vrastil,Jakub Rolik,2025-09-02 18:50:00,To Win,Home,,2.2,120.00000000000001,,,,2025-09-02 14:16:30
1916,TT Cup,Marek Dlask,Petr Vrastil,2025-09-02 19:50:00,To Win,Away,,3.0,200.0,,,,2025-09-02 14:16:30
1921,TT Cup,Radek Zeman,Petr Vrastil,2025-09-02 20:20:00,To Win,Away,,2.1,110.00000000000001,,,,2025-09-02 14:16:30
1992,TT Cup,Martin Cerny,Ondrej Fiklik,2025-09-03 08:55:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,1.0,0.8300000000000001,57,2025-09-03 08:20:09
1994,TT Cup,Pavel Benes,Petr Vanek,2025-09-03 09:25:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,0.0,-1.0,76,2025-09-03 08:20:09
2001,TT Cup,Ondrej Knazik,Tomas Cerveny Jnr,2025-09-03 11:50:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-03 08:20:09
2003,TT Cup,Roman Urban,Jiri Cermak,2025-09-03 12:10:00,Total,Under U 70.5,70.5,1.83,64.70000000000002,,,,2025-09-03 08:20:09
2009,TT Cup,Jaroslav Zamyslicky,Roman Urban,2025-09-03 13:10:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-03 08:20:09
2013,TT Cup,Horst Bauer,Miroslav Sochor,2025-09-03 14:50:00,Total,Under U 75.5,75.5,1.83,73.85,,,,2025-09-03 08:20:09
2014,TT Cup,Lukas Soucek,Pavel Benes,2025-09-03 14:55:00,Total,Under U 75.5,75.5,1.83,67.75,,,,2025-09-03 08:20:09
2016,TT Cup,Jan Simecek,Miroslav Sochor,2025-09-03 15:20:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-09-03 08:20:09
