id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,estimated_roi,result,profit,actual_result,sent_at
307,TT Elite Series,Dawid Michna,Michal Murawski,2025-08-27 03:40:00,To Win,Away,,1.72,23.839999999999996,0.0,-1.0,Dawid Michna,2025-08-26 21:28:10
308,TT Elite Series,Bartosz Czerwinski,Marcin Jadczyk,2025-08-27 03:55:00,Total,Over O 70.5,70.5,1.83,28.09999999999999,0.0,-1.0,45,2025-08-26 21:28:10
309,TT Elite Series,Adrian Spychala,Krzysztof Wloczko,2025-08-27 04:20:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,1.0,0.8300000000000001,53,2025-08-26 21:28:10
310,TT Elite Series,Dawid Michna,Mateusz Golebiowski,2025-08-27 04:50:00,To Win,Home,,3.0,25.99999999999999,0.0,-1.0,Mateusz Golebiowski,2025-08-26 21:28:10
485,TT Elite Series,Maciej Domin,Dawid Kosmal,2025-08-27 13:00:00,To Win,Away,,2.0,50.0,,,,2025-08-27 12:56:11
490,TT Elite Series,Krzysztof Kapik,Dawid Kosmal,2025-08-27 14:15:00,To Win,Home,,1.9,32.999999999999986,,,,2025-08-27 12:56:12
491,TT Elite Series,Krzysztof Kapik,Dawid Kosmal,2025-08-27 14:15:00,To Win,Away,,1.8,35.00000000000001,,,,2025-08-27 12:56:12
495,TT Elite Series,Mateusz Trela,Marcin Kowalczyk,2025-08-27 15:05:00,To Win,Away,,4.33,73.2,,,,2025-08-27 12:56:11
497,TT Elite Series,Dawid Kosmal,Kacper Glazowski,2025-08-27 15:25:00,To Win,Home,,1.83,37.25000000000001,,,,2025-08-27 12:56:12
499,TT Elite Series,Maciej Domin,Kacper Glazowski,2025-08-27 16:10:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-08-27 12:56:12
500,TT Elite Series,Tomasz Filbrandt,Dawid Kosmal,2025-08-27 16:35:00,To Win,Away,,2.2,65.00000000000001,,,,2025-08-27 12:56:11
511,TT Elite Series,Karol Wisniewski,Krzysztof Kapik,2025-08-27 19:00:00,To Win,Away,,2.1,44.9,,,,2025-08-27 12:56:11
512,TT Elite Series,Maciej Domin,Krzysztof Kapik,2025-08-27 19:25:00,To Win,Away,,2.2,60.60000000000001,,,,2025-08-27 12:56:11
513,TT Elite Series,Stanislaw Wnek,Marcin Kowalczyk,2025-08-27 19:30:00,To Win,Away,,3.5,40.0,,,,2025-08-27 12:56:11
514,TT Elite Series,Tomasz Filbrandt,Karol Wisniewski,2025-08-27 19:50:00,To Win,Home,,2.0,43.99999999999999,,,,2025-08-27 12:56:11
521,TT Elite Series,Karol Wisniewski,Krzysztof Kapik,2025-08-27 21:30:00,To Win,Away,,2.1,44.9,0.0,-1.0,Karol Wisniewski,2025-08-27 12:56:11
522,TT Elite Series,Stanislaw Wnek,Marcin Kowalczyk,2025-08-27 22:00:00,To Win,Away,,3.5,40.0,0.0,-1.0,Stanislaw Wnek,2025-08-27 12:56:11
525,TT Elite Series,Bartosz Czerwinski,Miroslav Sklensky,2025-08-27 23:30:00,To Win,Away,,1.57,36.59,,,,2025-08-27 12:56:12
530,TT Elite Series,Mateusz Golebiowski,Michal Murawski,2025-08-28 01:05:00,To Win,Away,,4.5,57.499999999999986,0.0,-1.0,Mateusz Golebiowski,2025-08-27 12:56:11
535,TT Elite Series,Marcin Jadczyk,Krzysztof Wloczko,2025-08-28 03:15:00,To Win,Away,,2.75,51.249999999999986,1.0,1.75,Krzysztof Wloczko,2025-08-27 12:56:11
543,TT Elite Series,Mateusz Golebiowski,Krzysztof Wloczko,2025-08-28 05:35:00,To Win,Away,,3.5,113.49999999999996,0.0,-1.0,Mateusz Golebiowski,2025-08-27 12:56:11
599,TT Elite Series,Piotr Strus,Jaroslaw Rolak,2025-08-28 15:05:00,To Win,Away,,1.8,62.000000000000014,,,,2025-08-28 14:47:31
602,TT Elite Series,Miroslaw Piecowski,Stanislaw Wnek,2025-08-28 15:30:00,To Win,Home,,2.5,91.66666666666661,,,,2025-08-28 14:47:31
605,TT Elite Series,Maciej Domin,Dawid Kosmal,2025-08-28 16:35:00,To Win,Away,,2.1,57.50000000000001,,,,2025-08-28 14:47:31
612,TT Elite Series,Jakub Michalczyk,Jaroslaw Rolak,2025-08-28 17:35:00,To Win,Away,,1.83,64.70000000000002,,,,2025-08-28 14:47:31
615,TT Elite Series,Jaroslaw Rolak,Krzysztof Pawlowski,2025-08-28 18:20:00,To Win,Home,,1.9,76.69999999999997,,,,2025-08-28 14:47:31
625,TT Elite Series,Jaroslaw Rolak,Krzysztof Pawlowski,2025-08-28 20:45:00,To Win,Home,,1.9,76.69999999999997,1.0,0.8999999999999999,Jaroslaw Rolak,2025-08-28 14:47:31
628,TT Elite Series,Stanislaw Wnek,Jaroslaw Rolak,2025-08-28 21:35:00,To Win,Away,,1.83,70.19,,,,2025-08-28 14:47:31
632,TT Elite Series,Kacper Glazowski,Adrian Spychala,2025-08-28 23:05:00,To Win,Home,,1.8,54.79999999999998,,,,2025-08-28 14:47:31
636,TT Elite Series,Jan Zandecki,Adam Dosz,2025-08-29 00:00:00,Total,Over O 74.5,74.5,1.83,83.0,,,,2025-08-28 14:47:31
640,TT Elite Series,Martin Olejnik,Josef Braun,2025-08-29 00:40:00,To Win,Away,,2.5,125.0,,,,2025-08-28 14:47:31
642,TT Elite Series,Josef Braun,Adam Dosz,2025-08-29 01:25:00,To Win,Home,,3.25,192.49999999999997,,,,2025-08-28 14:47:31
643,TT Elite Series,Kacper Glazowski,Artur Daniel,2025-08-29 01:45:00,To Win,Home,,2.5,77.49999999999999,,,,2025-08-28 14:47:31
644,TT Elite Series,Miroslav Sklensky,Michal Murawski,2025-08-29 02:10:00,To Win,Home,,2.0,39.99999999999999,,,,2025-08-29 01:15:50
645,TT Elite Series,Dawid Michna,Adam Dosz,2025-08-29 02:15:00,To Win,Home,,2.62,57.199999999999996,,,,2025-08-28 14:47:31
646,TT Elite Series,Dawid Michna,Adam Dosz,2025-08-29 02:15:00,Total,Under U 74.5,74.5,1.83,28.09999999999999,,,,2025-08-29 01:15:50
647,TT Elite Series,Maciej Nowalinski,Artur Daniel,2025-08-29 02:35:00,To Win,Away,,1.9,36.79999999999999,,,,2025-08-29 01:15:50
648,TT Elite Series,Jan Zandecki,Martin Olejnik,2025-08-29 02:40:00,To Win,Home,,2.62,70.29999999999998,,,,2025-08-28 14:47:31
649,TT Elite Series,Jan Zandecki,Martin Olejnik,2025-08-29 02:40:00,Total,Over O 74.5,74.5,1.83,46.40000000000002,,,,2025-08-29 01:15:50
650,TT Elite Series,Kacper Glazowski,Miroslav Sklensky,2025-08-29 03:10:00,To Win,Home,,2.62,86.02000000000001,,,,2025-08-28 14:47:31
651,TT Elite Series,Kacper Glazowski,Miroslav Sklensky,2025-08-29 03:10:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-08-29 01:15:50
652,TT Elite Series,Josef Braun,Kacper Petas,2025-08-29 03:15:00,To Win,Home,,2.0,85.99999999999999,,,,2025-08-28 14:47:31
653,TT Elite Series,Dawid Michna,Martin Olejnik,2025-08-29 03:40:00,To Win,Home,,2.75,43.00000000000001,,,,2025-08-29 01:15:50
654,TT Elite Series,Jan Zandecki,Josef Braun,2025-08-29 04:00:00,To Win,Home,,2.0,29.999999999999982,,,,2025-08-29 01:15:50
655,TT Elite Series,Kacper Glazowski,Michal Murawski,2025-08-29 04:45:00,To Win,Home,,2.75,120.00000000000001,,,,2025-08-28 14:47:31
656,TT Elite Series,Kacper Glazowski,Michal Murawski,2025-08-29 04:45:00,Total,Under U 73.5,73.5,1.83,18.95000000000001,,,,2025-08-29 01:15:50
657,TT Elite Series,Dawid Michna,Josef Braun,2025-08-29 04:50:00,To Win,Away,,1.83,70.19,,,,2025-08-28 14:47:31
658,TT Elite Series,Dawid Michna,Josef Braun,2025-08-29 04:50:00,Total,Under U 75.5,75.5,1.83,18.95000000000001,,,,2025-08-29 01:15:50
659,TT Elite Series,Martin Olejnik,Adam Dosz,2025-08-29 05:10:00,To Win,Home,,2.1,47.0,,,,2025-08-29 01:15:50
660,TT Elite Series,Kacper Glazowski,Karol Strowski,2025-08-29 05:30:00,Total,Under U 73.5,73.5,1.83,18.95000000000001,,,,2025-08-29 01:15:50
779,TT Elite Series,Kacper Glazowski,Miroslav Sklensky,2025-08-29 11:30:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-08-29 08:20:02
800,TT Elite Series,Marcin Marchlewski,Krystian Kolodziej,2025-08-29 15:55:00,To Win,Home,,6.5,184.375,,,,2025-08-29 08:20:02
805,TT Elite Series,Kacper Marchlewski,Miroslaw Piecowski,2025-08-29 16:45:00,To Win,Away,,2.62,74.66666666666664,,,,2025-08-29 08:20:02
810,TT Elite Series,Karol Strowski,Szymon Sporek,2025-08-29 17:25:00,To Win,Away,,2.5,100.00000000000003,,,,2025-08-29 08:20:02
815,TT Elite Series,Karol Strowski,Marcin Marchlewski,2025-08-29 18:35:00,To Win,Away,,3.75,134.375,,,,2025-08-29 08:20:02
827,TT Elite Series,Dariusz Szlubowski,Miroslaw Piecowski,2025-08-29 20:40:00,To Win,Away,,3.25,116.6666666666666,,,,2025-08-29 08:20:02
844,TT Elite Series,Krystian Kolodziej,Piotr Chlodnicki,2025-08-30 00:40:00,To Win,Away,,5.0,109.99999999999999,0.0,-1.0,Krystian Kolodziej,2025-08-29 08:20:02
866,TT Elite Series,Adam Dosz,Kacper Petas,2025-08-30 09:10:00,Total,Under U 75.5,75.5,1.83,60.12500000000001,,,,2025-08-30 08:18:44
1033,TT Elite Series,Daniel Murawski,Marcin Marchlewski,2025-08-30 11:05:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-30 08:18:44
1034,TT Elite Series,Adam Dosz,Artur Daniel,2025-08-30 11:10:00,Total,Under U 72.5,72.5,1.83,46.40000000000002,,,,2025-08-30 08:18:44
1037,TT Elite Series,Gracjan Kesik,Marcin Marchlewski,2025-08-30 12:20:00,Total,Under U 71.5,71.5,1.83,52.500000000000014,,,,2025-08-30 08:18:44
1038,TT Elite Series,Artur Daniel,Kacper Petas,2025-08-30 12:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-30 08:18:44
1041,TT Elite Series,Artur Daniel,Jan Zandecki,2025-08-30 13:40:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-08-30 08:18:44
1043,TT Elite Series,Piotr Maruszak,Marcin Marchlewski,2025-08-30 14:45:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-08-30 08:18:44
1044,TT Elite Series,Jan Zandecki,Kacper Petas,2025-08-30 15:10:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-30 08:18:44
1047,TT Elite Series,Szymon Sporek,Mateusz Czernik,2025-08-30 16:45:00,To Win,Away,,2.5,62.49999999999998,,,,2025-08-30 08:18:44
1048,TT Elite Series,Piotr Chlodnicki,Maciej Nowalinski,2025-08-30 17:05:00,To Win,Home,,3.25,62.5,,,,2025-08-30 08:18:44
1051,TT Elite Series,Szymon Sporek,Krystian Kolodziej,2025-08-30 17:55:00,To Win,Home,,2.2,73.8,,,,2025-08-30 08:18:44
1053,TT Elite Series,Maciej Nowalinski,Karol Wisniewski,2025-08-30 18:20:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-08-30 08:18:44
1057,TT Elite Series,Mateusz Czernik,Krystian Kolodziej,2025-08-30 19:05:00,To Win,Home,,6.5,225.0,,,,2025-08-30 08:18:44
1058,TT Elite Series,Maciej Nowalinski,Szymon Sporek,2025-08-30 19:30:00,To Win,Away,,2.1,47.0,,,,2025-08-30 08:18:44
1063,TT Elite Series,Maciej Nowalinski,Mateusz Czernik,2025-08-30 20:40:00,To Win,Away,,4.0,100.0,,,,2025-08-30 08:18:44
1064,TT Elite Series,Maciej Nowalinski,Mateusz Czernik,2025-08-30 20:40:00,Total,Under U 70.5,70.5,1.83,52.500000000000014,,,,2025-08-30 08:18:44
1066,TT Elite Series,Piotr Chlodnicki,Krystian Kolodziej,2025-08-30 21:35:00,To Win,Home,,5.0,74.99999999999999,,,,2025-08-30 08:18:44
1068,TT Elite Series,Krystian Kolodziej,Szymon Sporek,2025-08-30 22:20:00,To Win,Away,,2.2,73.8,1.0,1.2000000000000002,Szymon Sporek,2025-08-30 08:18:44
1069,TT Elite Series,Szymon Sporek,Mateusz Czernik,2025-08-30 23:55:00,To Win,Away,,2.5,62.49999999999998,0.0,-1.0,Szymon Sporek,2025-08-30 08:18:44
1072,TT Elite Series,Mateusz Czernik,Krystian Kolodziej,2025-08-31 01:35:00,To Win,Home,,6.5,225.0,0.0,-1.0,Krystian Kolodziej,2025-08-30 08:18:44
1114,TT Elite Series,Kacper Petas,Jan Zandecki,2025-08-31 08:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-31 08:18:07
1247,TT Elite Series,Piotr Maruszak,Marcin Marchlewski,2025-08-31 10:40:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-08-31 08:18:07
1248,TT Elite Series,Grzegorz Poliniewicz,Maciej Sinicki,2025-08-31 11:05:00,To Win,Away,,4.5,80.00000000000001,,,,2025-08-31 08:18:07
1255,TT Elite Series,Mateusz Golebiowski,Bartosz Czerwinski,2025-08-31 12:50:00,To Win,Away,,8.0,179.99999999999997,,,,2025-08-31 08:18:07
1256,TT Elite Series,Bartlomiej Mleczko,Piotr Maruszak,2025-08-31 13:10:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-31 08:18:07
1260,TT Elite Series,Petr David,Bartosz Czerwinski,2025-08-31 13:40:00,To Win,Away,,6.5,225.0,,,,2025-08-31 08:18:07
1262,TT Elite Series,Grzegorz Poliniewicz,Marcin Marchlewski,2025-08-31 14:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-08-31 08:18:07
1266,TT Elite Series,Bartosz Czerwinski,Jan Zandecki,2025-08-31 15:10:00,To Win,Home,,2.62,70.29999999999998,,,,2025-08-31 08:18:07
1270,TT Elite Series,Aleksander Lilien,Maciej Makajew,2025-08-31 15:55:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-08-31 08:18:07
1275,TT Elite Series,Szymon Sporek,Krystian Kolodziej,2025-08-31 17:05:00,To Win,Home,,2.25,61.999999999999986,,,,2025-08-31 08:18:07
1281,TT Elite Series,Krystian Kolodziej,Mateusz Czernik,2025-08-31 18:20:00,To Win,Away,,7.0,95.99999999999997,,,,2025-08-31 08:18:07
1282,TT Elite Series,Bartlomiej Mleczko,Aleksander Lilien,2025-08-31 18:35:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-08-31 08:18:07
1288,TT Elite Series,Bartlomiej Mleczko,Maciej Makajew,2025-08-31 19:45:00,Total,Under U 75.5,75.5,1.83,67.75,,,,2025-08-31 08:18:07
1291,TT Elite Series,Maciej Nowalinski,Mateusz Czernik,2025-08-31 20:15:00,To Win,Away,,4.33,73.2,,,,2025-08-31 08:18:07
1292,TT Elite Series,Maciej Nowalinski,Mateusz Czernik,2025-08-31 20:15:00,Total,Under U 70.5,70.5,1.83,58.60000000000001,,,,2025-08-31 08:18:07
1300,TT Elite Series,Mateusz Czernik,Krystian Kolodziej,2025-08-31 21:55:00,To Win,Home,,7.0,95.99999999999997,0.0,-1.0,Krystian Kolodziej,2025-08-31 08:18:07
1304,TT Elite Series,Maciej Makajew,Aleksander Lilien,2025-08-31 23:00:00,Total,Under U 75.5,75.5,1.83,83.0,1.0,0.8300000000000001,53,2025-08-31 08:18:07
1305,TT Elite Series,Krystian Kolodziej,Szymon Sporek,2025-08-31 23:05:00,To Win,Away,,2.25,61.999999999999986,0.0,-1.0,Krystian Kolodziej,2025-08-31 08:18:07
1309,TT Elite Series,Adrian Spychala,Miroslav Sklensky,2025-09-01 04:20:00,Total,Under U 74.5,74.5,1.83,55.55,1.0,0.8300000000000001,51,2025-08-31 08:18:07
1314,TT Elite Series,Maciej Nowalinski,Miroslav Sklensky,2025-09-01 05:50:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,0.0,-1.0,94,2025-08-31 08:18:07
1324,TT Elite Series,Miroslav Sklensky,Mateusz Golebiowski,2025-09-01 08:25:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-01 08:22:35
1326,TT Elite Series,Maciej Nowalinski,Mateusz Golebiowski,2025-09-01 09:10:00,Total,Under U 72.5,72.5,1.83,55.55,,,,2025-09-01 08:22:35
1511,TT Elite Series,Adrian Spychala,Krzysztof Kapik,2025-09-01 09:55:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-01 08:22:35
1512,TT Elite Series,Bartosz Czerwinski,Josef Braun,2025-09-01 10:00:00,Total,Under U 71.5,71.5,1.83,46.40000000000002,,,,2025-09-01 08:22:35
1514,TT Elite Series,Adam Dosz,Jakub Kwapis,2025-09-01 10:25:00,To Win,Away,,4.5,80.00000000000001,,,,2025-09-01 08:22:35
1517,TT Elite Series,Bartosz Czerwinski,Adam Dosz,2025-09-01 11:10:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,,,,2025-09-01 08:22:35
1519,TT Elite Series,Karol Strowski,Adrian Spychala,2025-09-01 11:55:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-01 08:22:35
1522,TT Elite Series,Adam Dosz,Josef Braun,2025-09-01 12:25:00,Total,Under U 73.5,73.5,1.83,55.55,,,,2025-09-01 08:22:35
1524,TT Elite Series,Bartosz Czerwinski,Miroslav Sklensky,2025-09-01 12:50:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-01 08:22:35
1528,TT Elite Series,Miroslav Sklensky,Josef Braun,2025-09-01 13:40:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-01 08:22:35
1534,TT Elite Series,Karol Strowski,Milosz Sawczak Jnr,2025-09-01 15:30:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-01 08:22:35
1539,TT Elite Series,Josef Braun,Maciej Domin,2025-09-01 16:40:00,To Win,Away,,4.33,116.5,,,,2025-09-01 08:22:35
1541,TT Elite Series,Krzysztof Pawlowski,Jaroslaw Rolak,2025-09-01 16:45:00,To Win,Away,,2.0,57.999999999999986,,,,2025-09-01 08:22:35
1543,TT Elite Series,Adrian Wiecek,Milosz Sawczak Jnr,2025-09-01 17:00:00,To Win,Away,,3.75,125.0,,,,2025-09-01 08:22:35
1552,TT Elite Series,Mikolaj Lukaszewski,Sebastian Szostok,2025-09-01 18:20:00,Total,Over O 74.5,74.5,1.83,52.500000000000014,,,,2025-09-01 08:22:35
1556,TT Elite Series,Mikolaj Lukaszewski,Krzysztof Pawlowski,2025-09-01 19:30:00,To Win,Home,,1.72,51.93333333333333,,,,2025-09-01 08:22:35
1557,TT Elite Series,Karol Strowski,Josef Braun,2025-09-01 19:45:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-01 08:22:35
1560,TT Elite Series,Adrian Wiecek,Maciej Domin,2025-09-01 20:10:00,To Win,Away,,3.25,62.5,,,,2025-09-01 08:22:35
1562,TT Elite Series,Mikolaj Lukaszewski,Jaroslaw Rolak,2025-09-01 20:40:00,To Win,Away,,2.0,57.999999999999986,,,,2025-09-01 08:22:35
1566,TT Elite Series,Piotr Cyrnek,Maciej Domin,2025-09-01 23:00:00,To Win,Away,,3.75,87.5,1.0,2.75,Maciej Domin,2025-09-01 08:22:35
1715,TT Elite Series,Grzegorz Felkel,Mateusz Golebiowski,2025-09-02 09:35:00,To Win,Home,,2.2,58.400000000000006,,,,2025-09-02 08:21:11
1717,TT Elite Series,Grzegorz Felkel,Jakub Folwarski,2025-09-02 12:00:00,To Win,Home,,2.5,80.0,,,,2025-09-02 08:21:11
1754,TT Elite Series,Piotr Cyrnek,Krystian Kolodziej,2025-09-02 15:55:00,To Win,Away,,2.62,83.39999999999999,,,,2025-09-02 08:21:11
1756,TT Elite Series,Bartlomiej Wisniewski,Mikolaj Lukaszewski,2025-09-02 16:00:00,To Win,Home,,1.9,58.33333333333336,,,,2025-09-02 08:21:11
1758,TT Elite Series,Milosz Sawczak Jnr,Karol Strowski,2025-09-02 16:20:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-02 08:21:11
1762,TT Elite Series,Adrian Fabis,Piotr Strus,2025-09-02 16:45:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-02 08:21:11
1763,TT Elite Series,Piotr Cyrnek,Maciej Domin,2025-09-02 17:00:00,To Win,Away,,3.5,127.49999999999997,,,,2025-09-02 08:21:11
1768,TT Elite Series,Piotr Strus,Mikolaj Lukaszewski,2025-09-02 17:30:00,Total,Over O 74.5,74.5,1.83,52.500000000000014,,,,2025-09-02 08:21:11
1769,TT Elite Series,Adrian Fabis,Jaroslaw Rolak,2025-09-02 17:55:00,To Win,Away,,2.25,55.249999999999986,,,,2025-09-02 08:21:11
1771,TT Elite Series,Karol Strowski,Piotr Cyrnek,2025-09-02 18:35:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-02 08:21:11
1772,TT Elite Series,Bartlomiej Wisniewski,Adrian Fabis,2025-09-02 18:40:00,To Win,Home,,2.0,76.66666666666666,,,,2025-09-02 08:21:11
1774,TT Elite Series,Piotr Strus,Jaroslaw Rolak,2025-09-02 19:05:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-02 08:21:11
1776,TT Elite Series,Jaroslav Baca,Adrian Fabis,2025-09-02 19:30:00,Total,Under U 72.5,72.5,1.83,54.846153846153854,,,,2025-09-02 08:21:11
1777,TT Elite Series,Karol Strowski,Krystian Kolodziej,2025-09-02 19:45:00,To Win,Away,,2.1,47.0,,,,2025-09-02 08:21:11
1778,TT Elite Series,Karol Strowski,Krystian Kolodziej,2025-09-02 19:45:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-02 08:21:11
1780,TT Elite Series,Piotr Cyrnek,Lukasz Jarocki,2025-09-02 20:10:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-02 08:21:11
1791,TT Elite Series,Bartlomiej Wisniewski,Dawid Kotwica,2025-09-02 22:45:00,To Win,Home,,2.62,118.33333333333339,0.0,-1.0,Dawid Kotwica,2025-09-02 08:21:11
1794,TT Elite Series,Dawid Kotwica,Adrian Fabis,2025-09-02 23:55:00,Total,Under U 75.5,75.5,1.83,55.55,1.0,0.8300000000000001,68,2025-09-02 08:21:11
1795,TT Elite Series,Adrian Fabis,Jaroslaw Rolak,2025-09-03 01:35:00,To Win,Away,,2.25,55.249999999999986,0.0,-1.0,Adrian Fabis,2025-09-02 08:21:11
1796,TT Elite Series,Bartlomiej Wisniewski,Jaroslaw Rolak,2025-09-03 02:00:00,To Win,Home,,2.2,94.33333333333334,1.0,1.2000000000000002,Bartlomiej Wisniewski,2025-09-02 08:21:11
1946,TT Elite Series,Jakub Folwarski,Grzegorz Felkel,2025-09-03 08:25:00,To Win,Away,,2.5,62.49999999999998,,,,2025-09-03 08:20:11
1948,TT Elite Series,Piotr Cyrnek,Maciej Nowalinski,2025-09-03 08:50:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-03 08:20:11
1949,TT Elite Series,Jakub Maslowski,Frantisek Krcil,2025-09-03 09:05:00,To Win,Away,,2.25,57.49999999999999,,,,2025-09-03 08:20:11
1952,TT Elite Series,Maciej Nowalinski,Jakub Kwapis,2025-09-03 09:55:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-03 08:20:11
1955,TT Elite Series,Jakub Kwapis,Frantisek Krcil,2025-09-03 10:40:00,To Win,Away,,2.25,57.49999999999999,,,,2025-09-03 08:20:11
1957,TT Elite Series,Maciej Nowalinski,Marcin Balcerzak,2025-09-03 11:05:00,Total,Under U 70.5,70.5,1.83,46.40000000000002,,,,2025-09-03 08:20:11
1958,TT Elite Series,Dawid Michna,Frantisek Krcil,2025-09-03 11:30:00,To Win,Away,,3.0,46.999999999999986,,,,2025-09-03 08:20:11
1960,TT Elite Series,Jakub Maslowski,Maciej Nowalinski,2025-09-03 11:55:00,To Win,Home,,2.75,59.499999999999986,,,,2025-09-03 08:20:11
1966,TT Elite Series,Maciej Nowalinski,Frantisek Krcil,2025-09-03 14:25:00,To Win,Away,,3.4,168.59999999999994,,,,2025-09-03 08:20:11
1972,TT Elite Series,Jakub Folwarski,Grzegorz Felkel,2025-09-03 15:10:00,To Win,Away,,2.5,62.49999999999998,,,,2025-09-03 08:20:11
2047,TT Elite Series,Piotr Chodorski,Lukasz Jarocki,2025-09-03 15:55:00,To Win,Away,,2.75,65.0,,,,2025-09-03 08:20:11
2049,TT Elite Series,Lukasz Jarocki,Dawid Michna,2025-09-03 16:40:00,To Win,Home,,2.5,61.25000000000001,,,,2025-09-03 08:20:11
2051,TT Elite Series,Piotr Chodorski,Krystian Kolodziej,2025-09-03 17:00:00,To Win,Away,,2.25,57.49999999999999,,,,2025-09-03 08:20:11
2054,TT Elite Series,Adrian Fabis,Kacper Slawinski,2025-09-03 17:30:00,Total,Under U 75.5,75.5,1.83,63.73684210526317,,,,2025-09-03 08:20:11
2056,TT Elite Series,Lukasz Jarocki,Krystian Kolodziej,2025-09-03 18:15:00,To Win,Away,,2.1,47.0,,,,2025-09-03 08:20:11
2059,TT Elite Series,Milosz Sawczak Jnr,Piotr Chodorski,2025-09-03 18:35:00,To Win,Home,,2.5,49.999999999999986,,,,2025-09-03 08:20:11
2062,TT Elite Series,Krystian Kolodziej,Dawid Michna,2025-09-03 19:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-03 08:20:11
2063,TT Elite Series,Jakub Michalczyk,Adam Kasperski,2025-09-03 19:30:00,To Win,Away,,3.75,87.5,,,,2025-09-03 08:20:11
2068,TT Elite Series,Krystian Kolodziej,Tomasz Filbrandt,2025-09-03 21:30:00,To Win,Away,,2.2,54.0,,,,2025-09-03 08:20:11
2080,TT Elite Series,Dariusz Wrobel,Marcin Kowalczyk,2025-09-03 23:30:00,To Win,Away,,3.0,50.0,0.0,-1.0,Dariusz Wrobel,2025-09-03 08:20:11
2240,TT Elite Series,Bartosz Czerwinski,Krzysztof Wloczko,2025-09-04 08:20:00,Total,Under U 74.5,74.5,1.83,28.09999999999999,,,,2025-09-04 08:20:05
2241,TT Elite Series,Petr David,Mateusz Golebiowski,2025-09-04 08:25:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-04 08:20:05
2242,TT Elite Series,Adrian Spychala,Maciej Nowalinski,2025-09-04 08:45:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-04 08:20:05
2243,TT Elite Series,Tomasz Filbrandt,Lukasz Jarocki,2025-09-04 09:05:00,To Win,Home,,1.83,28.09999999999999,,,,2025-09-04 08:20:05
2244,TT Elite Series,Artur Grela,Mateusz Golebiowski,2025-09-04 09:10:00,To Win,Home,,3.5,50.499999999999964,,,,2025-09-04 08:20:05
2245,TT Elite Series,Piotr Chodorski,Petr David,2025-09-04 09:35:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-04 08:20:05
2247,TT Elite Series,Tomasz Filbrandt,Adrian Spychala,2025-09-04 10:20:00,To Win,Home,,2.2,54.0,,,,2025-09-04 08:20:05
2248,TT Elite Series,Tomasz Filbrandt,Adrian Spychala,2025-09-04 10:20:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-04 08:20:05
2249,TT Elite Series,Petr David,Marcin Jadczyk,2025-09-04 10:45:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-04 08:20:05
