league_name,home_team,away_team,selection,odds,result
Setka Cup,Vladyslav Stukalov,Oleh Ponomarenko,Over O 75.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Denys Kozoriz,Under U 77.5,1.83,1.0
Setka Cup,Sergii Skhabitskiy,Oleh Karpenko,Under U 77.5,1.83,1.0
Setka Cup,Serhii Honcharenko,Viktor Hyriavyi,Over O 74.5,1.83,0.0
Setka Cup,Viktor Ziakun,Oleksandr Lyman,Under U 71.5,1.83,0.0
Setka Cup,Vitalii Mukhin,Oleksandr Bryzhevatyi,Under U 74.5,1.83,1.0
Setka Cup,Serhii Kryvoshyi,Roman Mazur,Under U 78.5,1.83,0.0
Setka Cup,Ihor Emets,Denys Khavanskyi,Under U 77.5,1.83,1.0
Setka Cup,Serhii Maliuk,Ihor Torhachov,Over O 67.5,1.83,0.0
Setka Cup,Oleh Ponomarenko,Mykola Chornobai,Over O 77.5,1.83,0.0
Setka Cup,Ivan Pytsko,Yaroslav Tebenko,Under U 77.5,1.83,1.0
Setka Cup,Andriy Didyk,Oleg Sapuzhak,Under U 75.5,1.83,1.0
Setka Cup,Filip Vesely,Marek Drbohlav,Over O 76.5,1.83,0.0
Setka Cup,Miloslav Ullman,Vojtech Grubr,Over O 77.5,1.83,1.0
Setka Cup,Roman Mazur,Oleh Savenkov,Under U 76.5,1.83,1.0
Setka Cup,Ihor Torhachov,Serhii Priadko,Under U 78.5,1.83,0.0
Setka Cup,Vitalii Mukhin,Oleh Ponomarenko,Under U 73.5,1.83,0.0
Setka Cup,Yaroslav Tebenko,Denys Maltsev,Under U 77.5,1.83,0.0
Setka Cup,Serhii Kryvoshyi,Denys Kozoriz,Under U 75.5,1.83,1.0
Setka Cup,Vladyslav Stukalov,Oleksandr Bryzhevatyi,Over O 71.5,1.83,0.0
Setka Cup,Ivan Pytsko,Denys Kantarevych,Under U 76.5,1.83,0.0
Setka Cup,Andriy Didyk,Roman Mazur,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Mytsyk,Denys Khavanskyi,Under U 75.5,1.83,1.0
Setka Cup,Serhii Kryvoshyi,Oleg Sapuzhak,Under U 76.5,1.83,1.0
Setka Cup,Ihor Emets,Sergii Skhabitskiy,Under U 75.5,1.83,0.0
Setka Cup,Oleh Savenkov,Denys Kozoriz,Under U 73.5,1.83,0.0
Setka Cup,Serhii Priadko,Oleksandr Lyman,Under U 72.5,1.83,1.0
Setka Cup,Andriy Didyk,Serhii Kryvoshyi,Under U 73.5,1.83,1.0
Setka Cup,Marcel Cmil,Vit Kilian,Over O 76.5,1.83,0.0
Setka Cup,Oleksandr Ziakun,Serhii Maliuk,Over O 76.5,1.83,0.0
Setka Cup,Oleksandr Bryzhevatyi,Mykola Chornobai,Over O 73.5,1.83,1.0
Setka Cup,Karel Jirousek,Jaroslav Puk,Over O 75.5,1.83,1.0
Setka Cup,Roman Mazur,Denys Kozoriz,Under U 75.5,1.83,0.0
Setka Cup,Ihor Torhachov,Oleksandr Lyman,Under U 71.5,1.83,1.0
Setka Cup,Yaroslav Tebenko,Denys Kantarevych,Under U 78.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Oleh Savenkov,Under U 73.5,1.83,0.0
Setka Cup,Viktor Ziakun,Serhii Priadko,Under U 75.5,1.83,1.0
Setka Cup,Vladyslav Stukalov,Mykola Chornobai,Over O 75.5,1.83,1.0
Setka Cup,Maksym Tiutiunnyk,Daniil Habrelyan,Over O 77.5,1.83,0.0
Setka Cup,Vit Kilian,Martin Holub,Under U 78.5,1.83,1.0
Setka Cup,Yurii Urezchenko,Valentyn Kurliuk,Over O 71.5,1.83,0.0
Setka Cup,Valerii Merzlikin,Evhenii Hrytsenko,Over O 75.5,1.83,0.0
Setka Cup,Oleksii Kulbach,Andrii Lanchut,Over O 75.5,1.83,1.0
Setka Cup,Daniil Habrelyan,Oleksandr Zhyrnov,Under U 75.5,1.83,0.0
Setka Cup,Oleksandr Ivchuk,Mykyta Zinov,Under U 75.5,1.83,1.0
Setka Cup,Anton Yakovenko,Ruslan Yaremenko,Under U 76.5,1.83,1.0
Setka Cup,Valerii Merzlikin,Daniil Habrelyan,Over O 75.5,1.83,1.0
Setka Cup,Viktor Sydorchuk,Andrii Lanchut,Over O 69.5,1.83,1.0
Setka Cup,Maksym Tiutiunnyk,Evhenii Hrytsenko,Over O 74.5,1.83,0.0
Setka Cup,Petr Fiser,Filip Kubos,Over O 75.5,1.83,1.0
Setka Cup,Oleksandr Zhurba,Andrii Datsenko,Under U 75.5,1.83,0.0
Setka Cup,Yaroslav Kovshun,Oleksandr Zhyrnov,Under U 75.5,1.83,1.0
Setka Cup,Stefan Yakimenko,Serhii Hovorunets,Over O 74.5,1.83,0.0
Setka Cup,Yurii Urezchenko,Oleksandr Hoholev,Over O 75.5,1.83,0.0
Setka Cup,Valerii Merzlikin,Maksym Tiutiunnyk,Over O 76.5,1.83,1.0
Setka Cup,Kostiantyn Klymenko,Oleksandr Osadchyi,Under U 77.5,1.83,0.0
Setka Cup,Viktor Sydorchuk,Oleksii Kulbach,Over O 74.5,1.83,1.0
Setka Cup,Andrii Datsenko,Oleksandr Zhurba,Under U 75.5,1.83,0.0
Setka Cup,Pavel Hala,Ondrej Mezera,Over O 78.5,1.83,1.0
Setka Cup,Oleksandr Leonenko,Serhii Solomko,Under U 75.5,1.83,0.0
Setka Cup,Oleksandr Hoholev,Valentyn Kurliuk,Over O 78.5,1.83,1.0
Setka Cup,Anton Yakovenko,Hryhorii Kulishov,Under U 75.5,1.83,0.0
Setka Cup,Evhenii Hrytsenko,Oleksandr Zhyrnov,Under U 75.5,1.83,0.0
Setka Cup,Stefan Yakimenko,Oleksandr Osadchyi,Under U 73.5,1.83,1.0
Setka Cup,Valerii Merzlikin,Yaroslav Kovshun,Over O 75.5,1.83,1.0
Setka Cup,Andrii Peretiatko,Anton Yakovenko,Under U 75.5,1.83,1.0
Setka Cup,Kostiantyn Klymenko,Oleksandr Leonenko,Under U 75.5,1.83,0.0
Setka Cup,Stefan Yakimenko,Serhii Solomko,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Leonenko,Oleksandr Osadchyi,Under U 78.5,1.83,1.0
Setka Cup,Anton Yakovenko,Vitalii Kobets,Under U 74.5,1.83,0.0
Setka Cup,Stefan Yakimenko,Oleksandr Leonenko,Under U 77.5,1.83,0.0
Setka Cup,Kostiantyn Klymenko,Serhii Solomko,Under U 77.5,1.83,1.0
Setka Cup,Oleksandr Naida,Dmytro Rehotun,Under U 75.5,1.83,0.0
Setka Cup,Stefan Yakimenko,Kostiantyn Klymenko,Under U 77.5,1.83,0.0
Setka Cup,Serhii Solomko,Oleksandr Osadchyi,Under U 76.5,1.83,1.0
Setka Cup,Myroslav Loboda,Volodymyr Kaidakov,Under U 77.5,1.83,0.0
Setka Cup,Serhii Maksymiv,Volodymyr Kaidakov,Under U 77.5,1.83,1.0
Setka Cup,Spartak Abalmaz,Eduard Rubtsov,Under U 77.5,1.83,0.0
Setka Cup,Dmytro Derevynskyi,Oleksandr Naida,Under U 75.5,1.83,0.0
Setka Cup,Valerii Kolesnykov,Kyrylo Riazanovskyi,Under U 75.5,1.83,0.0
Setka Cup,Roman Tveritinov,Serhii Miroshnychenko,Under U 76.5,1.83,1.0
Setka Cup,Serhii Honcharenko,Yurii Urezchenko,Over O 75.5,1.83,0.0
Setka Cup,Ivan Pytsko,Mykola Slozka,Under U 77.5,1.83,0.0
Setka Cup,Oleh Miklukha,Vitalii Korniichuk,Over O 76.5,1.83,1.0
Setka Cup,Lukas Rulc,Michal Makara,Over O 75.5,1.83,1.0
Setka Cup,Valentyn Kurliuk,Vasyl Matviichuk,Over O 75.5,1.83,0.0
Setka Cup,Dmitro Kuzmenko,Oleksandr Syksa,Over O 73.5,1.83,1.0
Setka Cup,Anatolii Kovalenko,Oleksandr Ovsiienko,Under U 75.5,1.83,1.0
Setka Cup,Jan Rochowanski,Ondrej Kaderabek,Over O 77.5,1.83,1.0
Setka Cup,Oleksandr Leonenko,Stefan Yakimenko,Under U 77.5,1.83,0.0
Setka Cup,Viktor Kodola,Bohdan Pyrtyk,Over O 76.5,1.83,1.0
Setka Cup,Jan Vrnak,Marcel Cmil,Over O 76.5,1.83,1.0
Setka Cup,Sergey Osipov,Maksym Stetsenko,Under U 75.5,1.83,1.0
Setka Cup,Lukas Rulc,Ondrej Kaderabek,Over O 77.5,1.83,0.0
Setka Cup,Serhii Hovorunets,Serhii Semenets,Over O 76.5,1.83,0.0
Setka Cup,Oleksandr Shyshman,Kyrylo Riazanovskyi,Under U 75.5,1.83,1.0
Setka Cup,Serhii Honcharenko,Valentyn Kurliuk,Over O 76.5,1.83,0.0
Setka Cup,Jan Rochowanski,Michal Makara,Over O 76.5,1.83,0.0
Setka Cup,Denys Khavanskyi,Serhii Solomko,Under U 75.5,1.83,0.0
Setka Cup,Serhii Liashchevskyi,Volodymyr Melnykov,Under U 76.5,1.83,1.0
Setka Cup,Dmytro Prylepa,Dmitro Kuzmenko,Over O 74.5,1.83,0.0
Setka Cup,Lukas Rulc,Jan Rochowanski,Over O 77.5,1.83,1.0
Setka Cup,Valerii Kolesnykov,Oleksandr Shyshman,Under U 77.5,1.83,1.0
Setka Cup,Valentyn Kurliuk,Yurii Urezchenko,Over O 70.5,1.83,0.0
Setka Cup,Anatolii Kovalenko,Sergey Osipov,Under U 74.5,1.83,0.0
Setka Cup,Serhii Solomko,Stefan Yakimenko,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Maslovskyi,Bohdan Pyrtyk,Over O 75.5,1.83,1.0
Setka Cup,Oleh Miklukha,Maksym Stetsenko,Over O 76.5,1.83,1.0
Setka Cup,Serhii Liashchevskyi,Kyrylo Riazanovskyi,Under U 77.5,1.83,0.0
Setka Cup,Ihor Dubinin,Valentyn Kurliuk,Over O 76.5,1.83,1.0
Setka Cup,Sergey Osipov,Oleksandr Ovsiienko,Under U 75.5,1.83,0.0
Setka Cup,Oleksandr Leonenko,Serhii Solomko,Under U 77.5,1.83,0.0
Setka Cup,Anatolii Kovalenko,Vitalii Korniichuk,Under U 77.5,1.83,1.0
Setka Cup,Oleh Plyska,Jaroslav Puk,Over O 74.5,1.83,0.0
Setka Cup,Serhii Liashchevskyi,Oleksandr Shyshman,Under U 75.5,1.83,1.0
Setka Cup,Miroslav Hajek,Tomas Hucko,Under U 78.5,1.83,0.0
Setka Cup,Serhii Hovorunets,Stefan Yakimenko,Over O 74.5,1.83,0.0
Setka Cup,Oleh Karpenko,Kyrylo Riazanovskyi,Under U 76.5,1.83,0.0
Setka Cup,Oleksandr Leonenko,Denys Khavanskyi,Under U 76.5,1.83,1.0
Setka Cup,Oleh Plyska,Martin Obraz,Under U 76.5,1.83,0.0
Setka Cup,Denys Maltsev,Ivan Pytsko,Under U 72.5,1.83,0.0
Setka Cup,Miroslav Hajek,Filip Dusil,Under U 76.5,1.83,1.0
Setka Cup,Miroslav Vana,Jaroslav Puk,Over O 76.5,1.83,1.0
Setka Cup,Volodymyr Melnykov,Kyrylo Riazanovskyi,Under U 76.5,1.83,1.0
Setka Cup,Yurii Volkov,Bohdan Zaika,Under U 77.5,1.83,1.0
Setka Cup,Serhii Semenets,Stefan Yakimenko,Over O 76.5,1.83,0.0
Setka Cup,Oleh Plyska,Miroslav Vana,Over O 75.5,1.83,0.0
Setka Cup,Sergey Osipov,Vitalii Korniichuk,Under U 69.5,1.83,0.0
Setka Cup,Tomas Hucko,Filip Dusil,Under U 75.5,1.83,0.0
Setka Cup,Mykhailo Vivatenko,Evhenii Trehub,Under U 76.5,1.83,1.0
Setka Cup,Yaroslav Kovshun,Bohdan Zaika,Under U 76.5,1.83,1.0
Setka Cup,Oleh Martynenko,Denys Kozoriz,Under U 75.5,1.83,0.0
Setka Cup,Serhii Chuhai,Maksym Hubenko,Over O 72.5,1.83,0.0
Setka Cup,Roman Horokh,Dmytro Yurkov,Under U 75.5,1.83,1.0
Setka Cup,Mykhailo Vivatenko,Denys Kozoriz,Under U 76.5,1.83,0.0
Setka Cup,Yaroslav Kovshun,Oleh Volynets,Under U 75.5,1.83,0.0
Setka Cup,Roman Horokh,Serhii Ponomarenko,Under U 65.5,1.83,0.0
Setka Cup,Andrii Lushchyk,Maksym Hubenko,Over O 75.5,1.83,1.0
Setka Cup,Eduard Rubtsov,Spartak Abalmaz,Under U 77.5,1.83,1.0
Setka Cup,Oleh Martynenko,Orest Melnik,Under U 77.5,1.83,1.0
Setka Cup,Myroslav Loboda,Volodymyr Kaidakov,Under U 77.5,1.83,0.0
Setka Cup,Orest Melnik,Denys Kozoriz,Under U 75.5,1.83,0.0
Setka Cup,Andrii Lushchyk,Serhii Chuhai,Over O 77.5,1.83,1.0
Setka Cup,Volodymyr Kaidakov,Serhii Maksymiv,Under U 77.5,1.83,0.0
Setka Cup,Ondrej Mezera,Petr Semrad,Over O 77.5,1.83,1.0
Setka Cup,Serhii Ponomarenko,Dmytro Yurkov,Under U 59.5,1.83,0.0
Setka Cup,Oleksandr Strutinskiy,Mykhailo Sokur,Under U 76.5,1.83,1.0
Setka Cup,Mykhailo Vivatenko,Orest Melnik,Under U 75.5,1.83,0.0
Setka Cup,Anatolii Nazarov,Yehor Riadynskyi,Under U 75.5,1.83,0.0
Setka Cup,Serhii Chelpanov,Oleksandr Mishchenko,Under U 76.5,1.83,1.0
Setka Cup,Denys Kozoriz,Evhenii Trehub,Under U 76.5,1.83,0.0
Setka Cup,Oleh Volynets,Bohdan Zaika,Under U 75.5,1.83,0.0
Setka Cup,Mykhailo Vivatenko,Oleh Martynenko,Under U 75.5,1.83,0.0
Setka Cup,Orest Melnik,Evhenii Trehub,Under U 76.5,1.83,1.0
Setka Cup,Anatolii Nazarov,Mykhailo Sokur,Under U 76.5,1.83,0.0
Setka Cup,Oleksandr Strutinskiy,Yehor Riadynskyi,Under U 76.5,1.83,0.0
Setka Cup,Artem Chepurnyi,Serhii Chelpanov,Under U 76.5,1.83,1.0
Setka Cup,Pavel Moulis,Karel Jirousek,Under U 77.5,1.83,1.0
Setka Cup,Yehor Riadynskyi,Mykhailo Sokur,Under U 75.5,1.83,0.0
Setka Cup,Yevhen Skorobahatyi,Oleksandr Strutinskiy,Over O 76.5,1.83,0.0
Setka Cup,Volodymyr Plishylo,Ivan Kozachuk,Under U 76.5,1.83,1.0
Setka Cup,Dmytro Neborak,Denys Pesternikov,Over O 75.5,1.83,0.0
Setka Cup,Ivan Kozachuk,Volodymyr Plishylo,Under U 76.5,1.83,1.0
Setka Cup,Denys Pesternikov,Dmytro Neborak,Over O 75.5,1.83,1.0
Setka Cup,Denys Kozoriz,Oleg Sapuzhak,Under U 75.5,1.83,1.0
Setka Cup,Oleksandr Syksa,Dmitro Kuzmenko,Over O 73.5,1.83,1.0
Setka Cup,Roman Durovic,Lukas Adam,Under U 78.5,1.83,1.0
Setka Cup,Mykhailo Vivatenko,Orest Melnik,Under U 76.5,1.83,0.0
Setka Cup,Oleh Miklukha,Maksym Stetsenko,Over O 75.5,1.83,1.0
Setka Cup,Oleg Varlamov,Yevhen Skorobahatyi,Over O 77.5,1.83,0.0
Setka Cup,Dmytro Yurkov,Roman Horokh,Under U 74.5,1.83,1.0
Setka Cup,Maksym Hubenko,Dmitro Kuzmenko,Over O 71.5,1.83,1.0
Setka Cup,Valerii Merzlikin,Oleksandr Strutinskiy,Over O 76.5,1.83,0.0
Setka Cup,Orest Melnik,Oleh Martynenko,Under U 77.5,1.83,0.0
Setka Cup,Oleh Kurylenko,Roman Tveritinov,Under U 75.5,1.83,0.0
Setka Cup,Radovan Pisa,Lukas Adam,Under U 78.5,1.83,1.0
Setka Cup,Denys Kozoriz,Mykhailo Vivatenko,Under U 76.5,1.83,1.0
Setka Cup,Miroslav Hajek,Filip Dusil,Under U 75.5,1.83,0.0
Setka Cup,Oleksandr Ovsiienko,Fedir Voinarovskyi,Over O 75.5,1.83,1.0
Setka Cup,Roman Durovic,Radovan Pisa,Under U 75.5,1.83,0.0
Setka Cup,Oleg Varlamov,Valerii Merzlikin,Over O 74.5,1.83,
Setka Cup,Serhii Ponomarenko,Roman Horokh,Under U 65.5,1.83,0.0
Setka Cup,Oleh Miklukha,Vitalii Korniichuk,Over O 75.5,1.83,1.0
Setka Cup,Mykhailo Sokur,Oleksandr Strutinskiy,Under U 76.5,1.83,1.0
Setka Cup,Mykhailo Vivatenko,Oleg Sapuzhak,Under U 76.5,1.83,1.0
Setka Cup,Dmytro Prylepa,Dmitro Kuzmenko,Over O 73.5,1.83,0.0
Setka Cup,Anatolii Kovalenko,Oleksandr Ovsiienko,Under U 75.5,1.83,1.0
Setka Cup,Valerii Merzlikin,Yevhen Skorobahatyi,Over O 77.5,1.83,0.0
Setka Cup,Denys Kozoriz,Oleh Martynenko,Under U 77.5,1.83,1.0
Setka Cup,Dmytro Yurkov,Serhii Ponomarenko,Under U 59.5,1.83,1.0
Setka Cup,Oleg Varlamov,Oleksandr Strutinskiy,Over O 77.5,1.83,0.0
Setka Cup,Evhenii Trehub,Mykhailo Vivatenko,Under U 75.5,1.83,0.0
Setka Cup,Oleh Miklukha,Fedir Voinarovskyi,Over O 76.5,1.83,1.0
Setka Cup,Denys Kozoriz,Orest Melnik,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Strutinskiy,Yevhen Skorobahatyi,Over O 76.5,1.83,
Setka Cup,Oleg Sapuzhak,Oleh Martynenko,Under U 77.5,1.83,1.0
Setka Cup,Myroslav Loboda,Oleksandr Budnikov,Over O 74.5,1.83,1.0
Setka Cup,Maksym Stetsenko,Fedir Voinarovskyi,Over O 75.5,1.83,0.0
Setka Cup,Mykhailo Vivatenko,Oleh Martynenko,Under U 75.5,1.83,1.0
Setka Cup,Orest Melnik,Oleg Sapuzhak,Under U 77.5,1.83,1.0
Setka Cup,Oleh Kurylenko,Dmitro Kuzmenko,Over O 76.5,1.83,1.0
Setka Cup,Vitalii Korniichuk,Fedir Voinarovskyi,Over O 75.5,1.83,1.0
Setka Cup,Dmytro Neborak,Denys Pesternikov,Over O 75.5,1.83,1.0
Setka Cup,Oleksandr Ovsiienko,Maksym Stetsenko,Under U 77.5,1.83,0.0
Setka Cup,Andrii Lushchyk,Artem Kasyanov,Over O 73.5,1.83,1.0
Setka Cup,Ivan Kozachuk,Volodymyr Plishylo,Under U 76.5,1.83,1.0
Setka Cup,Vladyslav Mishchenko,Andrii Derevianko,Over O 74.5,1.83,0.0
Setka Cup,Bohdan Pyrtyk,Anatolii Nikolenko,Over O 75.5,1.83,1.0
Setka Cup,Serhii Kushnirenko,Oleh Torianyk,Under U 73.5,1.83,0.0
Setka Cup,Anton Yakovenko,Serhii Chuliukov,Under U 76.5,1.83,0.0
Setka Cup,Yaroslav Kravets,Volodymyr Plishylo,Under U 77.5,1.83,0.0
Setka Cup,Bohdan Plakhtyi,Bohdan Pyrtyk,Over O 74.5,1.83,1.0
Setka Cup,Tomas Stejskal,Pavel Moulis,Under U 76.5,1.83,0.0
Setka Cup,Myhailo Levytskii,Oleh Torianyk,Under U 75.5,1.83,1.0
Setka Cup,Andrii Lushchyk,Serhii Chuhai,Over O 77.5,1.83,0.0
Setka Cup,Dmytro Khairov,Oleksandr Tymofeev,Under U 76.5,1.83,1.0
Setka Cup,Ivan Fedoryshyn,Andrii Lushchyk,Over O 71.5,1.83,0.0
Setka Cup,Yaroslav Kravets,Ivan Kozachuk,Under U 75.5,1.83,1.0
Setka Cup,Pavel Hala,Tomas Kanka,Over O 77.5,1.83,0.0
Setka Cup,Yaroslav Kovshun,Bohdan Zaika,Under U 76.5,1.83,1.0
Setka Cup,Anton Yakovenko,Hryhorii Kulishov,Under U 75.5,1.83,1.0
Setka Cup,Vadym Kononenko,Oleh Torianyk,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Maslovskyi,Bohdan Pyrtyk,Over O 75.5,1.83,0.0
Setka Cup,Yaroslav Kravets,Dmytro Neborak,Over O 76.5,1.83,0.0
Setka Cup,Bohdan Zaika,Oleksandr Tymofeev,Under U 77.5,1.83,1.0
Setka Cup,Bohdan Plakhtyi,Anatolii Nikolenko,Over O 74.5,1.83,1.0
Setka Cup,Anton Yakovenko,Vitalii Kobets,Under U 75.5,1.83,0.0
Setka Cup,Dmytro Khairov,Bohdan Zaika,Under U 76.5,1.83,1.0
Setka Cup,Anton Yakovenko,Ruslan Yaremenko,Under U 75.5,1.83,1.0
Setka Cup,Josef Hanacek,Karel Polak,Under U 74.5,1.83,1.0
Setka Cup,Dmytro Khairov,Yaroslav Kovshun,Under U 72.5,1.83,0.0
Setka Cup,Tomas Liska,Michal Makara,Over O 74.5,1.83,0.0
Setka Cup,Valerii Vlasenko,Serhii Berezynskyi,Over O 74.5,1.83,1.0
Setka Cup,Vitalii Boyko,Ruslan Haiseniuk,Under U 77.5,1.83,1.0
Setka Cup,Yaroslav Kovshun,Oleksandr Tymofeev,Under U 76.5,1.83,1.0
Setka Cup,Ruslan Haiseniuk,Serhii Berezynskyi,Under U 77.5,1.83,1.0
Setka Cup,Oleh Napirko,Serhii Berezynskyi,Under U 76.5,1.83,1.0
Setka Cup,Serhii Chelpanov,Pavel Plakushchyi,Under U 76.5,1.83,1.0
Setka Cup,Oleksii Hrymovskyi,Oleksandr Dukhovenko,Under U 74.5,1.83,1.0
Setka Cup,Vitalii Boyko,Serhii Berezynskyi,Under U 77.5,1.83,0.0
Setka Cup,Oleg Gavryshko,Oleksandr Dukhovenko,Under U 75.5,1.83,0.0
Setka Cup,Serhii Chelpanov,Oleksii Hrymovskyi,Under U 76.5,1.83,0.0
Setka Cup,Yehor Riadynskyi,Oleksandr Strutinskiy,Under U 76.5,1.83,1.0
Setka Cup,Evhenii Trehub,Denys Kozoriz,Under U 77.5,1.83,0.0
Setka Cup,Yevhen Skorobahatyi,Oleksandr Strutinskiy,Over O 76.5,1.83,0.0
Setka Cup,Mykhailo Sokur,Yehor Riadynskyi,Under U 77.5,1.83,1.0
Setka Cup,Oleh Miklukha,Fedir Voinarovskyi,Over O 77.5,1.83,0.0
Setka Cup,Oleh Torianyk,Serhii Kushnirenko,Under U 72.5,1.83,1.0
Setka Cup,Valerii Romanenko,Yurii Priadko,Over O 76.5,1.83,0.0
Setka Cup,Oleh Volynets,Bohdan Zaika,Under U 74.5,1.83,0.0
Setka Cup,Oleh Miklukha,Daniil Yevdokymov,Over O 73.5,1.83,0.0
Setka Cup,Oleksii Tiutiunnyk,Serhii Kushnirenko,Under U 77.5,1.83,1.0
Setka Cup,Roman Boklah,Yurii Priadko,Over O 77.5,1.83,0.0
Setka Cup,Oleksandr Mytsyk,Valerii Kolesnykov,Under U 77.5,1.83,0.0
Setka Cup,Maksym Stetsenko,Fedir Voinarovskyi,Over O 76.5,1.83,0.0
Setka Cup,Oleh Torianyk,Vadym Kononenko,Under U 76.5,1.83,0.0
Setka Cup,Oleh Karpenko,Serhii Liashchevskyi,Under U 74.5,1.83,0.0
Setka Cup,Ivan Kozachuk,Volodymyr Plishylo,Under U 75.5,1.83,1.0
Setka Cup,Oleksandr Tymofeev,Dmytro Khairov,Under U 75.5,1.83,1.0
Setka Cup,Anatolii Kovalenko,Oleksandr Ovsiienko,Under U 76.5,1.83,1.0
Setka Cup,Oleksii Tiutiunnyk,Myhailo Levytskii,Under U 75.5,1.83,0.0
Setka Cup,Valerii Romanenko,Valerii Kobzar,Over O 72.5,1.83,0.0
Setka Cup,Oleksandr Mytsyk,Roman Andriushchenko,Under U 77.5,1.83,1.0
Setka Cup,Oleh Miklukha,Maksym Stetsenko,Over O 77.5,1.83,1.0
Setka Cup,Serhii Liashchevskyi,Valerii Kolesnykov,Under U 75.5,1.83,1.0
Setka Cup,Mykhailo Kistechko,Volodymyr Plishylo,Under U 75.5,1.83,1.0
Setka Cup,Dmytro Khairov,Bohdan Zaika,Under U 76.5,1.83,0.0
Setka Cup,Oleh Torianyk,Myhailo Levytskii,Under U 74.5,1.83,1.0
Setka Cup,Valerii Kobzar,Yurii Priadko,Over O 74.5,1.83,1.0
Setka Cup,Yurii Volkov,Oleksandr Tymofeev,Under U 77.5,1.83,1.0
Setka Cup,Oleksii Tiutiunnyk,Vadym Kononenko,Under U 74.5,1.83,1.0
Setka Cup,Valerii Romanenko,Vitalii Ananiev,Over O 74.5,1.83,0.0
Setka Cup,Oleksandr Mytsyk,Serhii Liashchevskyi,Under U 76.5,1.83,1.0
Setka Cup,Oleh Volynets,Dmytro Khairov,Under U 78.5,1.83,0.0
Setka Cup,Roman Boklah,Valerii Kobzar,Over O 74.5,1.83,0.0
Setka Cup,Oleksii Tiutiunnyk,Oleh Torianyk,Under U 69.5,1.9,0.0
Setka Cup,Oleksandr Mytsyk,Oleh Karpenko,Under U 76.5,1.83,1.0
Setka Cup,Yurii Volkov,Bohdan Zaika,Under U 77.5,1.83,1.0
Setka Cup,Daniil Yevdokymov,Fedir Voinarovskyi,Over O 76.5,1.83,0.0
Setka Cup,Yurii Priadko,Vitalii Ananiev,Over O 75.5,1.83,0.0
Setka Cup,Tomas Liska,Michal Makara,Over O 74.5,1.83,1.0
Setka Cup,Oleh Volynets,Oleksandr Tymofeev,Under U 73.5,1.83,0.0
Setka Cup,Roman Boklah,Valerii Romanenko,Over O 77.5,1.83,1.0
Setka Cup,Yurii Volkov,Dmytro Khairov,Under U 76.5,1.83,0.0
Setka Cup,Valerii Kobzar,Vitalii Ananiev,Over O 73.5,1.83,1.0
Setka Cup,Maksym Stetsenko,Daniil Yevdokymov,Over O 73.5,1.83,0.0
Setka Cup,Roman Pomin,Yaroslav Makovka,Over O 75.5,1.83,0.0
Setka Cup,Oleh Volynets,Yurii Volkov,Under U 77.5,1.83,1.0
Setka Cup,Volodymyr Tatarnykov,Oleksandr Lyman,Under U 73.5,1.83,0.0
Setka Cup,Vitalii Boyko,Serhii Berezynskyi,Under U 77.5,1.83,0.0
Setka Cup,Oleksandr Tymofeev,Bohdan Zaika,Under U 77.5,1.83,1.0
Setka Cup,Dmytro Yurkov,Illia Hubariev,Under U 56.5,1.83,1.0
Setka Cup,Roman Pomin,Oleh Kuzyshyn,Over O 77.5,1.83,0.0
Setka Cup,Dmytro Patalakha,Sergii Skhabitskiy,Under U 77.5,1.83,1.0
Setka Cup,Karel Polak,Josef Hanacek,Under U 73.5,1.83,1.0
Setka Cup,Jachym Juppa,Petr Abraham,Over O 77.5,1.83,0.0
Setka Cup,Yaroslav Makovka,Oleh Kuzyshyn,Over O 74.5,1.83,0.0
Setka Cup,Oleh Napirko,Serhii Berezynskyi,Under U 76.5,1.83,0.0
Setka Cup,Oleksii Gazhula,Pavlo Chyzh,Under U 76.5,1.8,1.0
Setka Cup,Dmytro Patalakha,Eduard Populovskyi,Under U 77.5,1.83,0.0
Setka Cup,Oleh Kuzyshyn,Yaroslav Makovka,Over O 74.5,1.9,
Setka Cup,Zdenek Kuksa,Petr Abraham,Over O 77.5,1.83,
Setka Cup,Serhii Berezynskyi,Valerii Vlasenko,Over O 74.5,1.83,
Setka Cup,Jakub Makara,Zdenek Sedivy,Over O 77.5,1.83,
Setka Cup,Andrii Lushchyk,Ivan Fedoryshyn,Over O 71.5,1.83,
Setka Cup,Karel Farsky,Jachym Juppa,Over O 75.5,1.83,
Setka Cup,Oleksandr Alieksieev,Daniil Habrelyan,Over O 76.5,1.9,
Setka Cup,Oleksii Gazhula,Ruslan Andrishak,Over O 76.5,1.83,
Setka Cup,Dmytro Yurkov,Roman Horokh,Under U 75.5,1.83,
Setka Cup,Oleksandr Alieksieev,Yaroslav Makovka,Over O 77.5,1.83,
Setka Cup,Josef Hanacek,Karel Polak,Under U 75.5,1.83,
Setka Cup,Oleh Volynets,Stepan Grygorenko,Under U 76.5,1.83,
